model,feature_set,ticker,qlike,vol_rmse,vol_mae,calibration,n_obs,n_dates,year
Ridge,full,SPY,0.43694096766621254,0.05808606367608533,0.04646306157601657,0.797096225181628,252,252,2019
Ridge,full,TLT,0.2638661548872898,0.04181152049703598,0.03321683179314881,1.0164809988991057,252,252,2019
Ridge,full,Pooled,0.33938146677146,0.04945714164688796,0.03953474925774355,0.8606076844071288,756,252,2019
Ridge,no_cross,GLD,0.3205626186972433,0.04734332118752156,0.038950007374124504,0.8005858771604417,252,252,2019
Ridge,no_cross,SPY,0.45827852301551186,0.06161432429475876,0.04979121817053013,0.7488520831328864,252,252,2019
Ridge,no_cross,TLT,0.26060734183320317,0.041547414941067375,0.032948746487263064,1.018382843934018,252,252,2019
Ridge,no_cross,Pooled,0.3464828278486528,0.05087207062049456,0.04056332401063924,0.8413123619570083,756,252,2019
Ridge,risk_only,GLD,0.3328681860336462,0.047315658932097875,0.039706184146035585,0.8341748566055174,252,252,2019
Ridge,risk_only,SPY,0.5342314595913401,0.07038715110738875,0.05880046291802099,0.654047166537937,252,252,2019
Ridge,risk_only,TLT,0.2762283068014204,0.043515693962859,0.0347420403880509,0.9952851775428543,252,252,2019
Ridge,risk_only,Pooled,0.38110931747546894,0.05503555893620715,0.044416229150702494,0.8025853550986982,756,252,2019
EWMA,baseline,GLD,0.6797493107017906,0.09958140545086994,0.07833861798892743,1.0447506112482443,253,253,2020
EWMA,baseline,SPY,0.9895076499242782,0.20535196524119856,0.1399381304661086,1.0064543160593264,253,253,2020
EWMA,baseline,TLT,0.7502894888690071,0.1460118692636796,0.09326121144337235,0.9951474760532165,253,253,2020
EWMA,baseline,Pooled,0.8065154831650253,0.15642394521072833,0.10384598663280278,1.011065361414183,759,253,2020
HV21,baseline,GLD,0.7628054779049459,0.10448792629087579,0.08120251021760695,1.0291768254528502,253,253,2020
HV21,baseline,SPY,0.9874784614669305,0.2104673351944394,0.1318581124594599,1.0028889586494294,253,253,2020
HV21,baseline,TLT,0.7421427717953302,0.15601014485878745,0.08903571247581721,0.995305352989572,253,253,2020
HV21,baseline,Pooled,0.8308089037224022,0.16284286006584778,0.10069877838429468,1.0061563068744483,759,253,2020
LightGBM,full,GLD,0.580585442157893,0.0936416344119473,0.07156204738169787,1.1991092862678785,253,253,2020
LightGBM,full,SPY,1.1184245564857753,0.17159053615902936,0.09735380166800789,1.765867056486182,253,253,2020
LightGBM,full,TLT,0.616149773156368,0.12220371253224575,0.06507974961056011,1.920082196609737,253,253,2020
LightGBM,full,Pooled,0.7717199239333454,0.1330987292092449,0.07799853288675529,1.643835936445245,759,253,2020
LightGBM,no_cross,GLD,0.5816346479276598,0.09308327227415004,0.07245955482551515,1.1991690491102778,253,253,2020
LightGBM,no_cross,SPY,0.8536870909333538,0.1689115795007366,0.10111388310061978,1.3104595244085677,253,253,2020
LightGBM,no_cross,TLT,0.6080798398648358,0.12188915142259125,0.06641330984729298,1.8290712418990536,253,253,2020
LightGBM,no_cross,Pooled,0.6811338595752832,0.13172266636285065,0.07999558259114264,1.3763161870144165,759,253,2020
LightGBM,risk_only,GLD,0.6361550020065877,0.10063650506125697,0.07942198339079547,1.0146141027592255,253,253,2020
LightGBM,risk_only,SPY,0.809477128251246,0.17658348903972862,0.12103063749760926,1.1454212658342273,253,253,2020
LightGBM,risk_only,TLT,0.7559705855516227,0.13001215941748048,0.07598420611849692,1.5783193695477293,253,253,2020
LightGBM,risk_only,Pooled,0.7338675719364854,0.1392989547086705,0.09214560900230054,1.191394305879323,759,253,2020
Ridge,full,GLD,0.5305554399323823,0.08947506745699557,0.06821879492982877,1.26134704407717,253,253,2020
Ridge,full,SPY,0.8562232281333315,0.16523365024713532,0.09822868599596131,1.1455877086415787,253,253,2020
Ridge,full,TLT,0.7378196976115402,0.16315411435565486,0.10391670823719147,0.7439973173448167,253,253,2020
Ridge,full,Pooled,0.7081994552257512,0.14367464622264275,0.09012139638766052,1.0341192235165884,759,253,2020
Ridge,no_cross,GLD,0.5439392047972623,0.09069420064948187,0.06963625149295621,1.198962431420295,253,253,2020
Ridge,no_cross,SPY,0.880301126600008,0.17158650371017692,0.1023961307298845,1.1437630682160245,253,253,2020
Ridge,no_cross,TLT,0.7607693285654737,0.16712310975883438,0.10825606561321167,0.7495116862192576,253,253,2020
Ridge,no_cross,Pooled,0.7283365533209146,0.14787100245641405,0.09342948261201747,1.0271070681832628,759,253,2020
Ridge,risk_only,GLD,0.6390611894713795,0.09972676890779716,0.07847855810186691,1.0579353573535113,253,253,2020
Ridge,risk_only,SPY,0.8510693626027839,0.1826370639305218,0.12229806285110598,1.1987399157372018,253,253,2020
Ridge,risk_only,TLT,0.8095423058634466,0.1356768317579153,0.0814440774120721,1.3900398768327415,253,253,2020
Ridge,risk_only,Pooled,0.7665576193125366,0.14342236951723666,0.09407356612168166,1.2058639791735026,759,253,2020
EWMA,baseline,GLD,0.4033198725487395,0.05831556126797975,0.04785165173942013,0.9282935374017317,252,252,2021
EWMA,baseline,SPY,0.5567947202522491,0.06105402840163428,0.049449501435977705,1.034114449414062,252,252,2021
EWMA,baseline,TLT,0.2817121318367024,0.048741935307688986,0.037399693127871406,1.0548174189538613,252,252,2021
EWMA,baseline,Pooled,0.413942241545897,0.056285212171599756,0.04490028210108975,1.003366820947935,756,252,2021
HV21,baseline,GLD,0.49936916428382533,0.06132021405723542,0.04924173016763392,0.9505601081548848,252,252,2021
HV21,baseline,SPY,0.6667624232822502,0.06413531281154153,0.05140539042798396,1.0333860887578499,252,252,2021
HV21,baseline,TLT,0.307003923636525,0.05022626923811069,0.038293321040793304,1.0390759022352916,252,252,2021
HV21,baseline,Pooled,0.49104517040086687,0.058867606041123156,0.046313480545470395,1.0063879509480034,756,252,2021
LightGBM,full,GLD,0.32808463036638597,0.05212475905379972,0.04310922088007274,0.9866474504880492,252,252,2021
LightGBM,full,SPY,0.4873627195863588,0.055126189979434075,0.042712344886102135,1.1321589461820503,252,252,2021
LightGBM,full,TLT,0.2803212275730894,0.048220564368394836,0.03683986193211058,1.1370337752871915,252,252,2021
LightGBM,full,Pooled,0.3652561925086114,0.051900899658457574,0.04088714256609515,1.0811443284395297,756,252,2021
LightGBM,no_cross,GLD,0.33130561470510034,0.05308258887757828,0.04364866482562702,0.980273204596911,252,252,2021
LightGBM,no_cross,SPY,0.5048454764455395,0.05668396649313628,0.04374193604195295,1.1171253887834867,252,252,2021
LightGBM,no_cross,TLT,0.27012660494995955,0.047717100986926816,0.03661011455158639,1.1032233019241569,252,252,2021
LightGBM,no_cross,Pooled,0.36875923203353306,0.0526236797963856,0.041333571806388796,1.0633032459239324,756,252,2021
LightGBM,risk_only,GLD,0.38371078113171536,0.05901685203886079,0.04932677766131422,0.8823235147711895,252,252,2021
LightGBM,risk_only,SPY,0.6369753438725094,0.0663903082280912,0.0508621661749564,0.9310217349594552,252,252,2021
LightGBM,risk_only,TLT,0.2611753271523664,0.04783321066362152,0.037436345660069204,1.0269053401531962,252,252,2021
LightGBM,risk_only,Pooled,0.42728715071886375,0.05824854188042861,0.04587509649877994,0.945318835127338,756,252,2021
Ridge,full,GLD,0.35259855274111657,0.055553309472344124,0.04631314931064778,0.8906523136349346,252,252,2021
Ridge,full,SPY,0.47014396837918865,0.0577157234647985,0.04721663594491195,0.9439385370794998,252,252,2021
Ridge,full,TLT,0.2829973462218911,0.047565945737209826,0.035897141862607784,1.188325504490515,252,252,2021
Ridge,full,Pooled,0.3685799557807321,0.05378907609750739,0.04314230903938917,0.9975106618193611,756,252,2021
Ridge,no_cross,GLD,0.3483516096108883,0.0552042417710561,0.04556713454034883,0.901963047152342,252,252,2021
Ridge,no_cross,SPY,0.4688266276524707,0.05775760152411189,0.04696951125644504,0.9426642315583876,252,252,2021
Ridge,no_cross,TLT,0.2861455855240458,0.048861614316733186,0.03758292155524569,1.1121885062839838,252,252,2021
Ridge,no_cross,Pooled,0.36777460759580155,0.05407065191941771,0.04337318911734652,0.9814776429135185,756,252,2021
Ridge,risk_only,GLD,0.3936901366881922,0.06153507867640536,0.05189732886544168,0.7813205734779972,252,252,2021
Ridge,risk_only,SPY,0.5536293959690878,0.0662725090062141,0.0546508411685218,0.8222646214113688,252,252,2021
Ridge,risk_only,TLT,0.2577692853041632,0.0476717286143686,0.037471794525734334,1.0233243143610726,252,252,2021
Ridge,risk_only,Pooled,0.40169627265381436,0.059023173603741264,0.048006654853232605,0.8681728058647619,756,252,2021
EWMA,baseline,GLD,0.3243261202936349,0.059860462689380854,0.04478644542280908,1.0392080839458397,251,251,2022
EWMA,baseline,SPY,0.2437480176560306,0.08219646081772729,0.06497088346797479,1.0242534303949473,251,251,2022
EWMA,baseline,TLT,0.21689093486908942,0.06314343922765349,0.04965874006570206,1.039678430569788,251,251,2022
EWMA,baseline,Pooled,0.2616550242729183,0.06910529907767157,0.05313868965216198,1.032209878529566,753,251,2022
HV21,baseline,GLD,0.3569036656737421,0.063650726525295,0.04815193940415351,1.0236811640721915,251,251,2022
HV21,baseline,SPY,0.2746895858900073,0.085555430064587,0.0666610028106829,1.0112647505879313,251,251,2022
HV21,baseline,TLT,0.23206298527731586,0.06502300765066685,0.05123063787218707,1.0261442136543992,251,251,2022
HV21,baseline,Pooled,0.2878854122803551,0.07210903347171099,0.05534786002900783,1.0185679688141556,753,251,2022
LightGBM,full,GLD,0.2712768463908597,0.054853505663274724,0.04302861314141815,1.0664315932113055,251,251,2022
LightGBM,full,SPY,0.2780283128013953,0.08637304488605374,0.06690207675769233,1.0278888468296772,251,251,2022
LightGBM,full,TLT,0.19363819909686408,0.05932564791142699,0.04634342899879726,1.1454520224587394,251,251,2022
LightGBM,full,Pooled,0.24764778609637297,0.06828553401355655,0.05209137296596925,1.0722959643601047,753,251,2022
LightGBM,no_cross,GLD,0.27852625893518634,0.055376813178736155,0.042636069470915146,1.085636261337702,251,251,2022
LightGBM,no_cross,SPY,0.26269332368741294,0.08640526001479033,0.06610806735826912,0.9975836602205332,251,251,2022
LightGBM,no_cross,TLT,0.21141786499904947,0.060922725149362034,0.04788329547954204,1.2091991501461594,251,251,2022
LightGBM,no_cross,Pooled,0.25087914920721627,0.06890582664206968,0.052209144102908764,1.0776225691564825,753,251,2022
LightGBM,risk_only,GLD,0.3150821618013345,0.060836350242966034,0.046112713087172554,0.9734752502566627,251,251,2022
LightGBM,risk_only,SPY,0.3030124016843795,0.09153510350604473,0.06872873126331039,1.038347764441352,251,251,2022
LightGBM,risk_only,TLT,0.2654284447394902,0.07005103325993707,0.054506032478315584,1.111960849105663,251,251,2022
LightGBM,risk_only,Pooled,0.2945076694084014,0.07524822023483782,0.05644915894293284,1.0486409625950448,753,251,2022
Ridge,full,GLD,0.29111166261247273,0.056888759856274305,0.0446341583182359,1.0294297166509234,251,251,2022
Ridge,full,SPY,0.21681041668816647,0.07859189272664815,0.06416446528279497,0.9034981328424986,251,251,2022
Ridge,full,TLT,0.2400418691243884,0.06212988525561937,0.046742973803106276,1.3489436849306937,251,251,2022
Ridge,full,Pooled,0.24932131614167588,0.06651601121088127,0.051847199134712384,1.0437572993473223,753,251,2022
Ridge,no_cross,GLD,0.2858370457581933,0.05818253919939832,0.04641296616136188,0.9525062332837329,251,251,2022
Ridge,no_cross,SPY,0.2120434972608625,0.07952189774772811,0.06423051961169428,0.8802592512913001,251,251,2022
Ridge,no_cross,TLT,0.23770820842697804,0.06250001733763899,0.04771514657017186,1.2776494069518352,251,251,2022
Ridge,no_cross,Pooled,0.24519625048201124,0.06736762886405415,0.052786210781076,0.9993583796597569,753,251,2022
Ridge,risk_only,GLD,0.30190041756588465,0.05992432479952752,0.046072612368990254,0.9247006896159731,251,251,2022
Ridge,risk_only,SPY,0.22415791584481615,0.0792281003997815,0.062202743593697804,1.0368671277676753,251,251,2022
Ridge,risk_only,TLT,0.22522284352361938,0.06166748807947614,0.04687841479279345,1.2026087791822972,251,251,2022
Ridge,risk_only,Pooled,0.25042705897810674,0.06750529777153162,0.05171792358516051,1.06204715363906,753,251,2022
EWMA,baseline,GLD,0.38907140168564924,0.05626729517134937,0.045175445712052155,0.9620466900494878,250,250,2023
EWMA,baseline,SPY,0.23191370469207367,0.04317325027073945,0.033594252895704876,0.8783020061236873,250,250,2023
EWMA,baseline,TLT,0.24262128971798802,0.0606301804951275,0.048895784083730943,0.9672662623259619,250,250,2023
EWMA,baseline,Pooled,0.2878687986985703,0.0538700808480038,0.04255516089716266,0.9421068715476439,750,250,2023
HV21,baseline,GLD,0.45247449075854673,0.05999730480062749,0.04804477513539669,0.9710664728114284,250,250,2023
HV21,baseline,SPY,0.249671041902224,0.04420873769314012,0.03410273095695585,0.9284425521381772,250,250,2023
HV21,baseline,TLT,0.26970049937539664,0.06319479316835834,0.05105453427422662,0.9747404482389503,250,250,2023
HV21,baseline,Pooled,0.3239486773453891,0.05641415589297854,0.04440068012219305,0.9618190738304064,750,250,2023
LightGBM,full,GLD,0.4062971379972199,0.05546195706523774,0.042794546051929006,1.0091712670605764,250,250,2023
LightGBM,full,SPY,0.24932753886049672,0.047444998191114314,0.039320310334511714,0.7550808391208383,250,250,2023
LightGBM,full,TLT,0.26967931154413916,0.059541155004118114,0.0484421842887181,1.1963412360993724,250,250,2023
LightGBM,full,Pooled,0.30843466280061865,0.054381999699917666,0.04351901355838627,1.0020802954782053,750,250,2023
LightGBM,no_cross,GLD,0.38097284606954185,0.05757854395532574,0.04646159170166396,0.8883619591676606,250,250,2023
LightGBM,no_cross,SPY,0.24403762023317746,0.047576507484503004,0.03948045829733028,0.7430385187443304,250,250,2023
LightGBM,no_cross,TLT,0.2758612817244293,0.06059882340332754,0.048894511267996835,1.1309956820279978,250,250,2023
LightGBM,no_cross,Pooled,0.30029058267571623,0.0555308628491281,0.044945520422330354,0.9417728858446381,750,250,2023
LightGBM,risk_only,GLD,0.3759968378739112,0.05818281556006686,0.04860313288634804,0.8411494547187213,250,250,2023
LightGBM,risk_only,SPY,0.23101848634317537,0.045296798461875704,0.035052752415620204,0.8111296467818662,250,250,2023
LightGBM,risk_only,TLT,0.24250438472019428,0.06089604236382257,0.04933159632970994,0.9687589867884746,250,250,2023
LightGBM,risk_only,Pooled,0.2831732363124269,0.0552128244552206,0.04432916054389273,0.8906499713950115,750,250,2023
Ridge,full,GLD,0.3652245233372031,0.056076877882363305,0.04652842858359801,0.8939372983611917,250,250,2023
Ridge,full,SPY,0.24813968395111732,0.05082654328487519,0.040305254665189534,0.6705030218556249,250,250,2023
Ridge,full,TLT,0.24304794827211856,0.05797531138852147,0.04716304239472164,1.145480791462851,250,250,2023
Ridge,full,Pooled,0.2854707185201463,0.05504268182031954,0.04466557521450307,0.9166858886411628,750,250,2023
Ridge,no_cross,GLD,0.37117922092220657,0.056814161814009126,0.047323593062906365,0.8829479135443431,250,250,2023
Ridge,no_cross,SPY,0.21510372797872243,0.042068244855386044,0.03329400292267165,0.7964493089516721,250,250,2023
Ridge,no_cross,TLT,0.24961481345848704,0.059500057464044055,0.048309042697893864,1.076927592766802,250,250,2023
Ridge,no_cross,Pooled,0.2786325874531387,0.053347424324159176,0.04297554622782396,0.9408167786465933,750,250,2023
Ridge,risk_only,GLD,0.3695042098130378,0.05837212033947296,0.04929505058560153,0.8238629610238886,250,250,2023
Ridge,risk_only,SPY,0.25906696669919327,0.04907230046288616,0.037942856915964454,0.7282459943443429,250,250,2023
Ridge,risk_only,TLT,0.2288316802910673,0.0587579784148397,0.04795212937908116,1.0030065260615413,250,250,2023
Ridge,risk_only,Pooled,0.2858009522677661,0.05558145713888298,0.045063345626882384,0.8718990371704592,750,250,2023
EWMA,baseline,GLD,0.26457402772657096,0.05104533323023445,0.039221033946122356,1.02162026702981,252,252,2024
EWMA,baseline,SPY,0.42277306357563477,0.05402743313699547,0.041890218120484414,1.0459685750776297,252,252,2024
EWMA,baseline,TLT,0.3314532309929693,0.05680703960422539,0.046983157139956044,0.9406386533579565,252,252,2024
EWMA,baseline,Pooled,0.33960010743172503,0.05401120045741817,0.04269813640218761,0.9989216687630513,756,252,2024
HV21,baseline,GLD,0.2855471372363902,0.053111344170090106,0.03997269172066841,1.0110790530330995,252,252,2024
HV21,baseline,SPY,0.5293695179081339,0.05730208034971336,0.04375507411330233,1.049623938185312,252,252,2024
HV21,baseline,TLT,0.34583247278133883,0.057566092702755735,0.0475545174413148,0.9621139255569304,252,252,2024
HV21,baseline,Pooled,0.3869163759752877,0.05603034392488007,0.04376076109176184,1.0038874175917678,756,252,2024
LightGBM,full,GLD,0.24703987200794494,0.05098030791616466,0.03962256166393113,1.0133807502522885,252,252,2024
LightGBM,full,SPY,0.3104397392315903,0.048159298013273504,0.037488636627854975,0.9746167008686506,252,252,2024
LightGBM,full,TLT,0.28350757013708994,0.051994454709366415,0.04344884270917408,0.9756894871430726,252,252,2024
LightGBM,full,Pooled,0.28032906045887507,0.05040414368178674,0.04018668033365339,0.9897198039397649,756,252,2024
LightGBM,no_cross,GLD,0.25301059235192985,0.05207398735292376,0.04111730791247575,0.9841011440588633,252,252,2024
LightGBM,no_cross,SPY,0.288845944585132,0.04651394167537745,0.036110000722209226,0.9951633553163142,252,252,2024
LightGBM,no_cross,TLT,0.29054716687415816,0.052509019830579054,0.04303229258113621,1.0011901169217583,252,252,2024
LightGBM,no_cross,Pooled,0.27746790127040666,0.0504395482816841,0.040086533738607065,0.9928380887278121,756,252,2024
LightGBM,risk_only,GLD,0.25652692969066915,0.052518239691329474,0.04095727449811275,0.9822963240368985,252,252,2024
LightGBM,risk_only,SPY,0.33773901141638146,0.05134132964762273,0.0396590302180803,0.9684993959322544,252,252,2024
LightGBM,risk_only,TLT,0.31411447194642605,0.056519013740520305,0.0468238507183046,0.9111205382217293,252,252,2024
LightGBM,risk_only,Pooled,0.30279347101782556,0.05350544067183861,0.04248005181149922,0.9534314023564971,756,252,2024
Ridge,full,GLD,0.2327324194719916,0.04933972539428815,0.03822485864787005,0.9977998359232254,252,252,2024
Ridge,full,SPY,0.3322580528266468,0.050789519119580545,0.04088572880287012,0.8963924781226859,252,252,2024
Ridge,full,TLT,0.29951981631076185,0.05364724266309455,0.04399099966316384,0.9819133249170485,252,252,2024
Ridge,full,Pooled,0.2881700962031334,0.05129005881498854,0.04103386237130133,0.9628013143678372,756,252,2024
Ridge,no_cross,GLD,0.2356765418805445,0.05013048380480911,0.03904777279882485,0.9567381253887274,252,252,2024
Ridge,no_cross,SPY,0.3338120347717292,0.04992619217479105,0.039823208805728844,0.9442939856035661,252,252,2024
Ridge,no_cross,TLT,0.30087233995292473,0.05432108587472196,0.045140210267600574,0.9430112100563811,252,252,2024
Ridge,no_cross,Pooled,0.2901203055350661,0.05149909527421271,0.041337063957384755,0.9486607626433431,756,252,2024
Ridge,risk_only,GLD,0.24408206956009523,0.051858251192362294,0.04108392639864241,0.9089280036610385,252,252,2024
Ridge,risk_only,SPY,0.3768159587230326,0.05619211884972165,0.045654981108177645,0.831546572823615,252,252,2024
Ridge,risk_only,TLT,0.30937084334418047,0.05585630589401939,0.046853873420931176,0.901464500500478,252,252,2024
Ridge,risk_only,Pooled,0.3100896238757694,0.054671014092410535,0.044530926975917075,0.883996890402345,756,252,2024
EWMA,baseline,GLD,0.4907981184792113,0.09506778717423699,0.06855074154606373,1.043648034092893,244,244,2025
EWMA,baseline,SPY,0.8349899691423212,0.13565764759301557,0.08444745016302439,0.9823626191969677,244,244,2025
EWMA,baseline,TLT,0.2377023230150516,0.04251104142198127,0.03192390785768564,0.9420362180602035,244,244,2025
EWMA,baseline,Pooled,0.5211634702121947,0.09873883084760901,0.06164069985559126,1.0012705911606297,732,244,2025
HV21,baseline,GLD,0.5770404406740641,0.09870683158616704,0.06993581292414217,1.0331985109553252,244,244,2025
HV21,baseline,SPY,0.8220989669031735,0.13774337186066551,0.07829066067301617,0.9768831305451979,244,244,2025
HV21,baseline,TLT,0.2837824817817319,0.04632272891111466,0.03395912954120561,0.965561359273066,244,244,2025
HV21,baseline,Pooled,0.5609739631196566,0.10142660779614349,0.060728534379454635,0.998742173194546,732,244,2025
LightGBM,full,GLD,0.3085258848741528,0.08018542741633086,0.05873760916029311,1.0268378286125035,244,244,2025
LightGBM,full,SPY,0.5695237416212234,0.11700711508106292,0.07139373046656977,0.9686602032281555,244,244,2025
LightGBM,full,TLT,0.2508501758377598,0.045562758483987546,0.03393201222066699,0.8672499260353341,244,244,2025
LightGBM,full,Pooled,0.37629993411104534,0.08601614714730978,0.05468778394917663,0.9749491529088915,732,244,2025
LightGBM,no_cross,GLD,0.3186457761895666,0.08195311532844171,0.05947974344780737,1.018369787214362,244,244,2025
LightGBM,no_cross,SPY,0.6023950682781823,0.12062856961743205,0.07196143856757872,0.900804817759551,244,244,2025
LightGBM,no_cross,TLT,0.2560200729304322,0.04609533125841856,0.03438358612918937,0.8707624153673568,244,244,2025
LightGBM,no_cross,Pooled,0.39235363913272703,0.08830316053952592,0.05527492271485848,0.9431048493258849,732,244,2025
LightGBM,risk_only,GLD,0.5038107511266856,0.09616918549315442,0.07047255020086374,1.0371623025509433,244,244,2025
LightGBM,risk_only,SPY,0.7426437056749942,0.1343000052553319,0.08067226242386791,0.8641794794801118,244,244,2025
LightGBM,risk_only,TLT,0.24155394216678622,0.04341773506928678,0.03278700127455316,0.8640035372579353,244,244,2025
LightGBM,risk_only,Pooled,0.4960027996561553,0.09860713863364674,0.06131060463309493,0.9317533220050565,732,244,2025
Ridge,full,GLD,0.33814177521337785,0.08313590048971485,0.05875157959067817,1.0818796942835713,244,244,2025
Ridge,full,SPY,0.5646910992500855,0.1101240613595828,0.0647454430387308,1.0811350776604929,244,244,2025
Ridge,full,TLT,0.22253054206343031,0.041892581990073605,0.032423274757348804,0.8801995757699539,244,244,2025
Ridge,full,Pooled,0.3751211388422979,0.0832543797974216,0.05197343246225259,1.0443479667125493,732,244,2025
Ridge,no_cross,GLD,0.3526266270646192,0.08417866861509224,0.05922148472832143,1.0907341777519326,244,244,2025
Ridge,no_cross,SPY,0.5614720350466375,0.10947316126227888,0.0644617803778379,1.0668030961325645,244,244,2025
Ridge,no_cross,TLT,0.2335769199098808,0.043185061374738834,0.03332782439850951,0.8567617883077039,244,244,2025
Ridge,no_cross,Pooled,0.38255852734037915,0.08353715902221077,0.052337029834889616,1.0371352734799715,732,244,2025
Ridge,risk_only,GLD,0.45225178636822055,0.09053150682200595,0.06452858307651155,1.1043908266684572,244,244,2025
Ridge,risk_only,SPY,0.730850773462322,0.12255001621004072,0.07669894871020609,1.1037886415733738,244,244,2025
Ridge,risk_only,TLT,0.2467628538367869,0.04413024002514134,0.034318357488104655,0.8444886681068069,244,244,2025
Ridge,risk_only,Pooled,0.4766218045557764,0.09158227318504518,0.05851529642494076,1.0536916503690903,732,244,2025
